Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence,Start Time,End Time
Inspector Bulla,00:01:19.500,مان لیجئے بلّا، آج آپ یقیناً ہار گئے ہیں۔,9.0,"Accept it Bulla, you’ve surely lost today.",7.0,,,,,,,,,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,1.0,00:01:19.500,مان لیجئے بلّا، آج آپ یقیناً ہار گئے ہیں۔,"Accept it Bulla, you’ve surely lost today.",,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,2.0,00:01:45.250,لعنت ہو!  وہ بار بار کیسے جیت رہا ہے؟,Damn it! How come is he winning again and again?,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,3.0,00:01:48.970,میں اوپر سے گرتا ہوں بچے۔,I fall from the top baby.,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,4.0,00:01:51.140,میں نے ہمیشہ پہلے ہی اس کا اندازہ لگایا ہے۔,I always have it figured out way before.,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,5.0,00:01:55.180,تم پاگلوں کے پاس ایک بھی اشارہ نہیں ہوگا۔,You lunatics wouldn’t even have a single clue.,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,6.0,00:01:57.020,میں یقینی بناؤں گا کہ میں آخرکار ایک دن آپ کے پاس پہنچ جاؤں گا۔,I’ll make sure I get to you one day eventually.,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,7.0,00:01:58.750,ارے لوگو، میری بات سنو,"Hey guys, Listen to me",,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,8.0,00:02:00.000,اوہ اس سے دور ہو جاؤ!  آپ تب سے ایک ہی چیز کو بڑبڑا رہے ہیں۔,Oh come off it! You’ve been blabbering the same thing ever since.,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,9.0,00:02:03.380,اسے شکست دینا صرف مشکل ہی نہیں بلکہ ناممکن ہے۔,"It’s not just difficult to defeat him, it’s merely impossible.",,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,10.0,00:02:05.980,جی ہاں، آپ بالی ووڈ کے جعلی ٹکڑے ہیں.  وہ خود کو کیا سمجھتا ہے؟  ڈان کی طرح یا کچھ اور؟,Yeah right you fake piece of Bollywood. What does he think of himself? Like a don or something?,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,11.0,00:02:09.800,لگتا ہے لوگ جو چاہیں کرتے ہیں۔,Looks guys do whatever you want to.,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,12.0,00:02:12.250,کیونکہ میں ویسے بھی یہاں زیادہ دیر تک نہیں رہوں گا۔  ایسا,Because I’m not going to be sticking around here for long anyway.,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,13.0,00:02:15.490,کیوں؟  آپ کا ویزا پہلے ہی مل گیا ہے؟,Why so? Got your visa already?,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,14.0,00:02:18.340,پریشان ہونے کی کوئی بات نہیں، مجھے بھی ویزا مل جائے گا۔,"No worries, I’ll get the visa as well.",,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,15.0,00:02:20.280,اور جب وہ آئے گا تو تمہارے بھائی کو نوکری مل جائے گی,"And when it come, Your brother will get a job",,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,16.0,00:02:23.470,پارٹیاں,Parties,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,17.0,00:02:24.640,اور پھر۔  آپ اسے کیا کہتے ہیں؟,And then. What do you call it?,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,18.0,00:02:29.670,مستقل رہائش۔,Permant Residence.,,
Inspector Bulla,,,,,,,,,https://www.youtube.com/watch?v=0Hl_nrp6NZ4,19.0,00:02:31.940,مستقل نہیں تم بیوقوف۔  یہ مستقل ہے۔  کم از کم پہلے مناسب انگریزی بولنا سیکھیں۔,Not Permant you idiot. It’s Permanent. At least learn to speak proper English first.,,
