height,length,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
0.7421024488400575,0.9745931746406074,7.533215215616391,0.7485746378921398,0.5048084586845059,0.9181845055357667,1.754896542032299,5.084257846653452,29.67379043245797,52,1
0.1759802582532949,0.7573470511665594,4.652653739281945,0.7777121413937326,0.6681768869131607,0.4379331896184012,2.1993686569443254,48.28055073699879,11.440298365879451,52,2
0.8374545846639748,0.5969674369595689,38.55207701308151,0.6293431950614363,0.3393748037139471,0.3234802009178429,1.620845860734744,43.10294082289548,6.992880004034752,45,1
0.871820418806181,1.2365459576796194,1.6524529036991817,0.5442957702935134,0.9527798636820464,0.6329321481976871,0.6663266985532759,40.21302555339119,11.410282086228085,67,1
1.063703598299865,0.3923489950037919,65.34618408580887,0.8186764964044664,0.17024564206626647,0.05064525229461836,1.3428874743696833,190.0648201618501,3.326189517051395,47,1
0.22975683589441495,0.6599233577568001,2.031754571590221,0.9816940431601836,0.25650712344890514,0.41677302844318864,2.208567957398552,2.445182454348205,19.762813842020922,70,1
0.6405761596013325,0.5598632211408097,9.81792593425942,1.1629534098667893,0.2686538248189182,0.6639645954266222,1.511221844227088,116.7504778407613,1.8909137568196412,6,4
2.4615281905996396,6.109042777737104,9.121116232407621,1.3510423485881229,0.32830358243916224,0.9576662801937763,1.4904837833331324,6.122261632505964,21.0098641610245,79,3
3.644200406192329,0.5581894416703728,3.6167422179997297,1.4785399839174813,0.6781630487594923,0.07724665141575338,1.1232002130311076,5.236947398318377,11.412403589992605,22,3
0.20196856398665364,0.29610764706268106,4.8518144767055755,1.1708259343393894,0.14520492303440036,0.5327852052265408,1.2956738713123106,4.179342787236231,4.006863107865735,2,1
5.350055247823868,1.6925922597774692,6.718310288627412,1.552738312050083,0.15311177363698636,0.5339093307865654,2.7601176254551056,93.49236697813637,1.3138382798243606,94,1
7.475834862986531,7.779561049049631,9.109811821179973,0.7469506272840531,0.5353710307912841,0.41942765795297,1.5909473662707905,179.5522896664731,1.8790738174796084,55,1
0.06894934047597914,0.5754909790025581,3.4706662003846906,1.5481820281483927,0.9680980362673045,0.41680395677692383,1.5522910520068829,12.801068848790603,4.153574209884325,77,4
3.9091953936322383,1.1783134430835658,118.09469907566667,0.34165872639485495,0.2668173589815388,0.7370679705807524,2.0141979719076573,16.925164666630966,4.816131026635291,32,4
9.403595930762698,0.11974466628022032,7.977458264153678,0.5458330833198095,0.9454002047268684,0.13384439938774173,1.7848868360968682,10.964869753462104,1.2492440622503098,35,5
7.367511656912373,1.2370904323367302,26.582138135908938,0.633716468531019,0.7919084740766736,0.8469907412213954,1.7404333174817934,43.65646762672069,14.225589462459839,99,4
